date;node;edge;user_node;user_edge;node_descrip;node_user_descrip;node_size;url
Fri Jun 17 11:12:47 +0000 2016;743763316485521408;;326010592;;Les #usa tentent de sauver leurs terroristes à #Alep https://t.co/R5jvrVh7RC;entrefilets;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Jun 12 17:01:51 +0000 2016;742039220106203136;('742039220106203136', '742032176502439936');1085903617;('1085903617', '2502606786');RT @_macmike: US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/FXurUGFWcc;Baron_v_Renteln;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Jun 12 16:33:51 +0000 2016;742032176502439936;;2502606786;;US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/FXurUGFWcc;_macmike;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun May 01 05:07:17 +0000 2016;726639102817374208;('726639102817374208', '725854831253032960');712723638449999872;('712723638449999872', '2434032380');RT @RedKahina: https://t.co/DpIXzDz3K7 Hm;translatingnews;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Fri Apr 29 01:10:52 +0000 2016;725854831253032960;;2434032380;;https://t.co/DpIXzDz3K7 Hm;RedKahina;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Fri Apr 29 15:38:23 +0000 2016;726073149465497601;('726073149465497601', '726044862747914240');2441877686;('2441877686', '1239688873');RT @JPexsquaddie: US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/frFcW3H7BR REMEMBE…;HISTROIKA;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Fri Apr 29 13:45:59 +0000 2016;726044862747914240;;1239688873;;US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/frFcW3H7BR REMEMBER US did it B4!;GuliableMany;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Fri Apr 29 01:20:40 +0000 2016;725857297080053764;('725857297080053764', '725854831253032960');251869750;('251869750', '2434032380');RT @RedKahina: https://t.co/DpIXzDz3K7 Hm;dandaman4us;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Mar 10 23:18:01 +0000 2016;708069426642489345;('708069426642489345', '697734344358682624');3374376179;('3374376179', '1376880470');RT @fdzCarmenM_: US accuses #Russia of bombing 2 hospitals in#Aleppo ,#Syria on Wednesday https://t.co/PEgVp6nqbj;PhilB6vis;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 11 10:50:05 +0000 2016;697734344358682624;;1376880470;;US accuses #Russia of bombing 2 hospitals in#Aleppo ,#Syria on Wednesday https://t.co/PEgVp6nqbj;carlaM_touris;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Feb 21 13:45:28 +0000 2016;701402360778776576;('701402360778776576', '697697438992359425');972587516;('972587516', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";bogjak;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 11 08:23:26 +0000 2016;697697438992359425;;438449380;;"U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.co/ERG91C6Ztr";MuradGazdiev;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sat Feb 20 00:11:30 +0000 2016;700835131364216832;('700835131364216832', '697697438992359425');2063181;('2063181', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";accident;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 18 23:12:05 +0000 2016;700457789903257600;('700457789903257600', '697697438992359425');315296308;('315296308', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";CliffordRoger;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 18 22:21:59 +0000 2016;700445181615669248;('700445181615669248', '697697438992359425');68870186;('68870186', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";alexaboco;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 18 22:19:45 +0000 2016;700444620598177792;('700444620598177792', '697697438992359425');825939534;('825939534', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";Bainy998;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 18 22:19:00 +0000 2016;700444429254029313;('700444429254029313', '697697438992359425');160984682;('160984682', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";alihadi68;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 18 11:44:17 +0000 2016;700284698187137026;('700284698187137026', '697697438992359425');2148077633;('2148077633', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";tatayna75;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 18 11:40:33 +0000 2016;700283757811650564;('700283757811650564', '697697438992359425');2301222971;('2301222971', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";SPAINSIKMOLAHP;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Wed Feb 17 22:00:03 +0000 2016;700077273744076801;('700077273744076801', '697697438992359425');384530317;('384530317', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";RickJones404;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Wed Feb 17 14:08:37 +0000 2016;699958634856521728;('699958634856521728', '697697438992359425');3009876899;('3009876899', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";ChDionysis88;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Tue Feb 16 14:00:03 +0000 2016;699594088589434880;('699594088589434880', '699577816233324548');839703620;('839703620', '14880229');RT @richmatt48: US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/in33kOPGCX;timocanin;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Tue Feb 16 12:55:23 +0000 2016;699577816233324548;;14880229;;US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/in33kOPGCX;richmatt48;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Tue Feb 16 13:09:38 +0000 2016;699581401121824768;('699581401121824768', '699575197507133442');341417046;('341417046', '259744988');"RT @Ezquid: A taster of what's coming?

US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow 

https://t.co/1ryytP7gst";Benjiffy;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Tue Feb 16 12:44:59 +0000 2016;699575197507133442;;259744988;;"A taster of what's coming?

US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow 

https://t.co/1ryytP7gst";Ezquid;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Tue Feb 16 12:58:14 +0000 2016;699578532725465088;('699578532725465088', '699577816233324548');512058228;('512058228', '14880229');RT @richmatt48: US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/in33kOPGCX;VitezLazar;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Tue Feb 16 09:47:48 +0000 2016;699530609727819776;('699530609727819776', '699485221780119552');1556491195;('1556491195', '1897672459');RT @Emiliano975: https://t.co/iS3rPNdCXi  giusto così per correttezza. @lilysei @pa_tere @s1lver3ack;pa_tere;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Tue Feb 16 06:47:27 +0000 2016;699485221780119552;;1897672459;;https://t.co/iS3rPNdCXi  giusto così per correttezza. @lilysei @pa_tere @s1lver3ack;Emiliano975;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Tue Feb 16 09:18:28 +0000 2016;699523225022308352;('699523225022308352', '699210170174459905');3179754389;('3179754389', '429415281');RT @FerKustermann: US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/rPG25E80BD;Roma7sHills;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Mon Feb 15 12:34:29 +0000 2016;699210170174459905;;429415281;;US A-10s bombed city of Aleppo on Wednesday, shifted blame onto Moscow – Russian military https://t.co/rPG25E80BD;deKontski;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Mon Feb 15 16:31:57 +0000 2016;699269928004804608;('699269928004804608', '699267263556354048');53724802;('53724802', '3138521631');RT @thebatclaw: BREAKING Russian jets destroy up to 1,900 terrorist facilities in Syria over week https://t.co/OnzUn7itTI https://t.co/We7F…;karengilly;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Mon Feb 15 16:21:22 +0000 2016;699267263556354048;;3138521631;;BREAKING Russian jets destroy up to 1,900 terrorist facilities in Syria over week https://t.co/OnzUn7itTI https://t.co/We7FWHVQSj;thebatclaw;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Mon Feb 15 16:29:22 +0000 2016;699269278353248257;('699269278353248257', '699267263556354048');4629672376;('4629672376', '3138521631');RT @thebatclaw: BREAKING Russian jets destroy up to 1,900 terrorist facilities in Syria over week https://t.co/OnzUn7itTI https://t.co/We7F…;07857_258669;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Mon Feb 15 16:21:55 +0000 2016;699267404828905473;('699267404828905473', '699267263556354048');2972872659;('2972872659', '3138521631');RT @thebatclaw: BREAKING Russian jets destroy up to 1,900 terrorist facilities in Syria over week https://t.co/OnzUn7itTI https://t.co/We7F…;Smileygirl19678;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Mon Feb 15 08:50:50 +0000 2016;699153885441761280;('699153885441761280', '697697438992359425');132198476;('132198476', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";zaibx;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Mon Feb 15 07:58:48 +0000 2016;699140788660338688;('699140788660338688', '697697438992359425');184604973;('184604973', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";Maarkhor;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Feb 14 17:17:40 +0000 2016;698919047958654977;('698919047958654977', '697697438992359425');4743545684;('4743545684', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";Helena83852000;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Feb 14 14:47:19 +0000 2016;698881207346462720;('698881207346462720', '697697438992359425');3013969436;('3013969436', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";4omgnewsafrica;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Feb 14 13:57:41 +0000 2016;698868718747521025;('698868718747521025', '697702581603168256');4623227472;('4623227472', '208382303');RT @trappedsoldier: 米戦闘機A-10がアレッポの病院を爆撃しながら、ロシアのせいにしている！　なんて国だ！　American A-10s bombed Aleppo on Wednesday, shifted blame onto Russia –　http…;amespiblue;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 11 08:43:52 +0000 2016;697702581603168256;;208382303;;米戦闘機A-10がアレッポの病院を爆撃しながら、ロシアのせいにしている！　なんて国だ！　American A-10s bombed Aleppo on Wednesday, shifted blame onto Russia –　https://t.co/1Jgm6wv7RW;trappedsoldier;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Feb 14 07:48:44 +0000 2016;698775870404571136;('698775870404571136', '697702581603168256');111204317;('111204317', '208382303');RT @trappedsoldier: 米戦闘機A-10がアレッポの病院を爆撃しながら、ロシアのせいにしている！　なんて国だ！　American A-10s bombed Aleppo on Wednesday, shifted blame onto Russia –　http…;tigar_satou_666;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Feb 14 07:40:13 +0000 2016;698773723810308097;('698773723810308097', '697697438992359425');435130827;('435130827', '438449380');"RT @MuradoRT: U.S. accuses #Russia of ""bombing 2 hospitals in #Aleppo"" on day that no #RuAF jets struck #Aleppo. U.S. jets did.

https://t.…";asbest777;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Sun Feb 14 06:07:37 +0000 2016;698750421012074496;('698750421012074496', '697702581603168256');69275712;('69275712', '208382303');RT @trappedsoldier: 米戦闘機A-10がアレッポの病院を爆撃しながら、ロシアのせいにしている！　なんて国だ！　American A-10s bombed Aleppo on Wednesday, shifted blame onto Russia –　http…;n_club;;https://www.rt.com/news/332109-russian-jets-isis-warlords/
Thu Feb 11 17:11:43 +0000 2016;697830383702929413;('697830383702929413', '697666994422882305');369088954;('369088954', '105918283');RT @Alekzzzzz: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/DVfNmyt1w8;menadda;;http://www.interfax.ru/world/494189
Thu Feb 11 06:22:28 +0000 2016;697666994422882305;;105918283;;Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/DVfNmyt1w8;Alekzzzzz;;http://www.interfax.ru/world/494189
Thu Feb 11 12:55:34 +0000 2016;697765923462184960;('697765923462184960', '697765675624960002');505883374;('505883374', '71048726');RT @juliaioffe: Khodorkovsky added to Interpol wanted list. I'm sure it's not political, though. https://t.co/biyjX0y2jn;CChollanda;;http://www.interfax.ru/world/494189
Thu Feb 11 12:54:35 +0000 2016;697765675624960002;;71048726;;Khodorkovsky added to Interpol wanted list. I'm sure it's not political, though. https://t.co/biyjX0y2jn;juliaioffe;;http://www.interfax.ru/world/494189
Thu Feb 11 10:30:46 +0000 2016;697729482740912128;('697729482740912128', '697662915118309376');2956457127;('2956457127', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;vkursemg;;http://www.interfax.ru/world/494189
Thu Feb 11 06:06:15 +0000 2016;697662915118309376;;147964447;;Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;interfax_news;;http://www.interfax.ru/world/494189
Thu Feb 11 10:27:47 +0000 2016;697728732308467713;('697728732308467713', '697675436747333632');2294822140;('2294822140', '11707152');"RT @catfitz: Once again, fake headline from Russia that ""Khodorkovsky is put on Interpol wanted"" when only *Russia* requested. https://t.co…";Pan_Kockyj;;http://www.interfax.ru/world/494189
Thu Feb 11 06:56:00 +0000 2016;697675436747333632;;11707152;;"Once again, fake headline from Russia that ""Khodorkovsky is put on Interpol wanted"" when only *Russia* requested. https://t.co/gk7hJIJcSf";catfitz;;http://www.interfax.ru/world/494189
Thu Feb 11 10:23:16 +0000 2016;697727594234560512;('697727594234560512', '697675436747333632');1429244420;('1429244420', '11707152');"RT @catfitz: Once again, fake headline from Russia that ""Khodorkovsky is put on Interpol wanted"" when only *Russia* requested. https://t.co…";JesusFromMars;;http://www.interfax.ru/world/494189
Thu Feb 11 10:19:01 +0000 2016;697726524666089472;('697726524666089472', '697675436747333632');421724853;('421724853', '11707152');"RT @catfitz: Once again, fake headline from Russia that ""Khodorkovsky is put on Interpol wanted"" when only *Russia* requested. https://t.co…";mastodonten9;;http://www.interfax.ru/world/494189
Thu Feb 11 09:57:56 +0000 2016;697721219580301312;('697721219580301312', '697687079040450560');1344559376;('1344559376', '279461665');RT @MGOlDENBERG1: Виновный в пролитии человеческой крови,будет бегать до могилы,чтобы кто не схватил егоhttps://t.co/5irThuzL3G Притчи http…;iechuruni;;http://www.interfax.ru/world/494189
Thu Feb 11 07:42:16 +0000 2016;697687079040450560;;279461665;;Виновный в пролитии человеческой крови,будет бегать до могилы,чтобы кто не схватил егоhttps://t.co/5irThuzL3G Притчи https://t.co/zvHr8Cd5uL;maxprorussia;;http://www.interfax.ru/world/494189
Thu Feb 11 08:14:34 +0000 2016;697695207278694401;('697695207278694401', '697675436747333632');2239897892;('2239897892', '11707152');"RT @catfitz: Once again, fake headline from Russia that ""Khodorkovsky is put on Interpol wanted"" when only *Russia* requested. https://t.co…";Ukrainolution;;http://www.interfax.ru/world/494189
Thu Feb 11 07:55:48 +0000 2016;697690484345540608;('697690484345540608', '697687079040450560');2695195122;('2695195122', '279461665');RT @MGOlDENBERG1: Виновный в пролитии человеческой крови,будет бегать до могилы,чтобы кто не схватил егоhttps://t.co/5irThuzL3G Притчи http…;devivi777;;http://www.interfax.ru/world/494189
Thu Feb 11 07:01:56 +0000 2016;697676928455729152;('697676928455729152', '697661672157245440');2814935003;('2814935003', '203525491');"RT @KKronvall: Venäjältä Hodorkovskista kansainvälinen Interpol-haku liittyen murhatutkimukseen.

https://t.co/nDInnTXtqW";kriktila;;http://www.interfax.ru/world/494189
Thu Feb 11 06:01:19 +0000 2016;697661672157245440;;203525491;;"Venäjältä Hodorkovskista kansainvälinen Interpol-haku liittyen murhatutkimukseen.

https://t.co/nDInnTXtqW";KKronvall;;http://www.interfax.ru/world/494189
Thu Feb 11 06:44:56 +0000 2016;697672648264970240;('697672648264970240', '697662915118309376');3877013969;('3877013969', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;kogan_anton;;http://www.interfax.ru/world/494189
Thu Feb 11 06:43:47 +0000 2016;697672358543413248;('697672358543413248', '697662915118309376');2158442753;('2158442753', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;Ivvanic;;http://www.interfax.ru/world/494189
Thu Feb 11 06:30:54 +0000 2016;697669120029036544;('697669120029036544', '697662915118309376');2377002223;('2377002223', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;LzutinSer;;http://www.interfax.ru/world/494189
Thu Feb 11 06:30:22 +0000 2016;697668984347455488;('697668984347455488', '697662915118309376');4015381409;('4015381409', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;AvonAbramova;;http://www.interfax.ru/world/494189
Thu Feb 11 06:27:31 +0000 2016;697668265502511104;('697668265502511104', '697662915118309376');1556221478;('1556221478', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;ElenaKorne;;http://www.interfax.ru/world/494189
Thu Feb 11 06:26:59 +0000 2016;697668133834858497;('697668133834858497', '697662915118309376');529134331;('529134331', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;pavel_vehov;;http://www.interfax.ru/world/494189
Thu Feb 11 06:23:43 +0000 2016;697667311579299840;('697667311579299840', '697662915118309376');2359865454;('2359865454', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;GalaM2014;;http://www.interfax.ru/world/494189
Thu Feb 11 06:13:22 +0000 2016;697664703766642688;('697664703766642688', '697662915118309376');352142676;('352142676', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;AnodisGrodno;;http://www.interfax.ru/world/494189
Thu Feb 11 06:12:48 +0000 2016;697664561772630016;('697664561772630016', '697662915118309376');3197923217;('3197923217', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;AndreyTarutin;;http://www.interfax.ru/world/494189
Thu Feb 11 06:12:02 +0000 2016;697664370067820545;('697664370067820545', '697662915118309376');258827954;('258827954', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;Aleksey1976;;http://www.interfax.ru/world/494189
Thu Feb 11 06:11:44 +0000 2016;697664295035920384;('697664295035920384', '697662915118309376');4721812911;('4721812911', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;vSzBvKParXrbCpO;;http://www.interfax.ru/world/494189
Thu Feb 11 06:09:51 +0000 2016;697663819338878976;('697663819338878976', '697662915118309376');185752237;('185752237', '147964447');RT @interfax_news: Ходорковский объявлен в международный розыск по линии Интерпола https://t.co/LUO9wB0L5i;alisa1981;;http://www.interfax.ru/world/494189
Fri Mar 11 06:51:55 +0000 2016;708183656620134400;('708183656620134400', '698107569739534336');2884876830;('2884876830', '116529466');"RT @Vitaliy_Ivanov: ЗАПАД ГОТОВИТ ПЕРЕВОРОТ В РОССИИ: В ГЛАВНОЙ РОЛИ РЕНЕГАТ АЛЕКСЕЙ КУДРИН

https://t.co/6dz9SQsf6h https://t.co/IzS8FOlHm1";osen_tyu2013;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 11:33:09 +0000 2016;698107569739534336;;116529466;;"ЗАПАД ГОТОВИТ ПЕРЕВОРОТ В РОССИИ: В ГЛАВНОЙ РОЛИ РЕНЕГАТ АЛЕКСЕЙ КУДРИН

https://t.co/6dz9SQsf6h https://t.co/IzS8FOlHm1";Vitaliy_Ivanov;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Mon Feb 15 08:29:34 +0000 2016;699148533304320000;('699148533304320000', '699148448965201920');4025436561;('4025436561', '2358421700');RT @b_misteryo: @delyagin Запад готовит переворот в России: в главной роли Алексей Кудрин https://t.co/9lm2QnjPdw https://t.co/IedZWDenJ6;squaredsecurit;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Mon Feb 15 08:29:14 +0000 2016;699148448965201920;;2358421700;;@delyagin Запад готовит переворот в России: в главной роли Алексей Кудрин https://t.co/9lm2QnjPdw https://t.co/IedZWDenJ6;b_misteryo;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Mon Feb 15 07:45:37 +0000 2016;699137470751969280;('699137470751969280', '699134130714443776');42847125;('42847125', '3059402790');RT @SvetlanaYarkova: Запад готовит переворот в России: в главной роли Алексей Кудрин - (с) News Front https://t.co/C4dZuVT09N;Turmalay;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Mon Feb 15 07:32:20 +0000 2016;699134130714443776;;3059402790;;Запад готовит переворот в России: в главной роли Алексей Кудрин - (с) News Front https://t.co/C4dZuVT09N;SvetlanaYarkova;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 13:42:21 +0000 2016;698140084672012288;('698140084672012288', '698107569739534336');1013232919;('1013232919', '116529466');"RT @Vitaliy_Ivanov: ЗАПАД ГОТОВИТ ПЕРЕВОРОТ В РОССИИ: В ГЛАВНОЙ РОЛИ РЕНЕГАТ АЛЕКСЕЙ КУДРИН

https://t.co/6dz9SQsf6h https://t.co/IzS8FOlHm1";dogdune1;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 13:35:15 +0000 2016;698138295595855872;('698138295595855872', '698107569739534336');1008843962;('1008843962', '116529466');"RT @Vitaliy_Ivanov: ЗАПАД ГОТОВИТ ПЕРЕВОРОТ В РОССИИ: В ГЛАВНОЙ РОЛИ РЕНЕГАТ АЛЕКСЕЙ КУДРИН

https://t.co/6dz9SQsf6h https://t.co/IzS8FOlHm1";xoxa32;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 12:24:35 +0000 2016;698120513986678784;('698120513986678784', '698107569739534336');2902818129;('2902818129', '116529466');"RT @Vitaliy_Ivanov: ЗАПАД ГОТОВИТ ПЕРЕВОРОТ В РОССИИ: В ГЛАВНОЙ РОЛИ РЕНЕГАТ АЛЕКСЕЙ КУДРИН

https://t.co/6dz9SQsf6h https://t.co/IzS8FOlHm1";VES56;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 11:39:20 +0000 2016;698109125532717056;('698109125532717056', '698107569739534336');3160860514;('3160860514', '116529466');"RT @Vitaliy_Ivanov: ЗАПАД ГОТОВИТ ПЕРЕВОРОТ В РОССИИ: В ГЛАВНОЙ РОЛИ РЕНЕГАТ АЛЕКСЕЙ КУДРИН

https://t.co/6dz9SQsf6h https://t.co/IzS8FOlHm1";Z2012C;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 11:39:02 +0000 2016;698109050064670720;('698109050064670720', '698107569739534336');2394678108;('2394678108', '116529466');"RT @Vitaliy_Ivanov: ЗАПАД ГОТОВИТ ПЕРЕВОРОТ В РОССИИ: В ГЛАВНОЙ РОЛИ РЕНЕГАТ АЛЕКСЕЙ КУДРИН

https://t.co/6dz9SQsf6h https://t.co/IzS8FOlHm1";MarinaGianluca;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 07:42:38 +0000 2016;698049557779890176;('698049557779890176', '698008979130028032');2241247457;('2241247457', '216593983');RT @DariaGreen: Прочитала это. Теория - не теория, но учитывая, что Путин считает Кудрина другом, настораживает. https://t.co/iBnbOaHnku;kostyuolga;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 05:01:23 +0000 2016;698008979130028032;;216593983;;Прочитала это. Теория - не теория, но учитывая, что Путин считает Кудрина другом, настораживает. https://t.co/iBnbOaHnku;DariaGreen;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 07:39:29 +0000 2016;698048767505915905;('698048767505915905', '698008979130028032');369485597;('369485597', '216593983');RT @DariaGreen: Прочитала это. Теория - не теория, но учитывая, что Путин считает Кудрина другом, настораживает. https://t.co/iBnbOaHnku;futvest;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 06:57:06 +0000 2016;698038100845600770;('698038100845600770', '698008979130028032');4015758857;('4015758857', '216593983');RT @DariaGreen: Прочитала это. Теория - не теория, но учитывая, что Путин считает Кудрина другом, настораживает. https://t.co/iBnbOaHnku;Oplot_Svobodi;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
Fri Feb 12 05:41:05 +0000 2016;698018968695496705;('698018968695496705', '698008979130028032');2684551634;('2684551634', '216593983');RT @DariaGreen: Прочитала это. Теория - не теория, но учитывая, что Путин считает Кудрина другом, настораживает. https://t.co/iBnbOaHnku;tishkov1940;;http://news-front.info/2016/02/11/zapad-gotovit-perevorot-v-rossii-v-glavnoj-roli-aleksej-kudrin/
